0,mf,tp,AMC,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
148921,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,500,19-Apr-2021,03-May-2021,INF209KB1Y49
148920,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout,500,19-Apr-2021,03-May-2021,INF209KB1Y56
148918,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,500,19-Apr-2021,03-May-2021,INF209KB1Y23
148919,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Multi-Cap Fund,Open Ended,Equity Scheme - Multi Cap Fund,Aditya Birla Sun Life Multi-Cap Fund-Regular-IDCW Payout,500,19-Apr-2021,03-May-2021,INF209KB1Y31
119436,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,5000,24-Feb-1995,24-Feb-1995,INF209K01VH8
100033,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,5000,24-Feb-1995,24-Feb-1995,INF209K01165
119433,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund -Direct - IDCW,5000,24-Feb-1995,24-Feb-1995,INF209K01VG0INF209K01VI6
100034,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Equity Advantage Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,5000,24-Feb-1995,24-Feb-1995,INF209K01157INF209K01CE5
119620,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,5000,09-Sep-2002,09-Sep-2002,INF209K01Q30
119619,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund -DIRECT - IDCW,5000,09-Sep-2002,09-Sep-2002,INF209K01Q22
101591,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,5000,09-Sep-2002,09-Sep-2002,INF209K01355INF209K01CN6
101592,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Aditya Birla Sun Life MIDCAP Fund-Growth,5000,09-Sep-2002,09-Sep-2002,INF209K01363
105804,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund - GROWTH,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01EN2
119556,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01WN4
119557,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund -Direct - IDCW,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01WM6
105805,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,Rs. 5000/-,09-Apr-2007,15-Apr-2007,INF209K01EO0INF209K01EP7
119507,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,5000,23-Jan-2003,27-Jan-2003,INF209K01WA1
101738,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,5000,23-Jan-2003,27-Jan-2003,INF209K01405
119506,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund -DIRECT - IDCW,5000,23-Jan-2003,27-Jan-2003,INF209K01Q55INF209K01WB9
101737,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Dividend Yield Fund,Open Ended,Equity Scheme - Dividend Yield Fund,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,5000,23-Jan-2003,27-Jan-2003,INF209K01397INF209K01CP1
119658,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Direct - IDCW,5000,17-Jan-2008,01-Mar-2008,INF209K01WP9
119659,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan,5000,17-Jan-2008,01-Mar-2008,INF209K01WQ7
108167,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Growth Option,5000,17-Jan-2008,01-Mar-2008,INF209K01LF3
108166,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Pure Value Fund,Open Ended,Equity Scheme - Value Fund,Aditya Birla Sun Life Pure Value Fund - Regular - IDCW,5000,17-Jan-2008,01-Mar-2008,INF209K01LE6INF209K01LG1
119576,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01VL0
111349,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01207
119575,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01P64INF209K01VM8
111348,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01199INF209K01CG0
119591,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01WC7
119590,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01Q63
103110,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01439INF209K01CR7
103111,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life India GenNext Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life India Gennext Fund-Growth Option,Rs. 5000 per application,14-Jun-2005,12-Jul-2005,INF209K01447
119516,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Direct - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01Q89
119517,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01WS3
106873,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01520
106872,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan A,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan A - Regular - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01512INF209K01CV9
119519,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01Q97
119518,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01WU9
106876,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,1000,17-Sep-2007,16-Oct-2007,INF209K01546
106875,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life International Equity Fund Plan B,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW,1000,17-Sep-2007,16-Oct-2007,INF209K01538INF209K01CW7
119647,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - DIRECT - IDCW,5000,16-Nov-1998,16-Nov-1998,INF209K01Q06INF209K01VU1
119646,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01VT3
100064,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,5000,16-Nov-1998,16-Nov-1998,INF209K01322
100063,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life MNC Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life MNC Fund - Regular - IDCW,5000,16-Nov-1998,16-Nov-1998,INF209K01314INF209K01CL0
119544,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01UN8
107745,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 - Growth Option,5000,01-Jan-1994,01-Jan-1994,INF209K01108
119543,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 -DIRECT - IDCW,5000,01-Jan-1994,01-Jan-1994,INF209K01P23INF209K01UM0
103164,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Tax Relief '96,Open Ended,Equity Scheme - ELSS,Aditya Birla Sun Life Tax Relief '96 -Regular - IDCW,5000,01-Jan-1994,01-Jan-1994,INF209K01090INF209K01CB1
100047,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Growth,5000,04-Jun-1997,07-Jun-1997,INF209K01RU9
119568,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01VA3
100046,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Daily IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01KQ2INF209K01SQ5
119569,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01UZ2
119571,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01VD7
119570,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01VC9
100041,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Institutional - IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01KN9
100048,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,5000,04-Jun-1997,07-Jun-1997,INF209KA1LK7INF209K01KY6
103885,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Regular - IDCW,5000,04-Jun-1997,07-Jun-1997,INF209KA1LI1
100044,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -Retail - IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01KP4
100051,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund -weekly IDCW,5000,04-Jun-1997,07-Jun-1997,INF209K01KU4INF209KA1LJ9
112014,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan,5000,04-Jun-1997,07-Jun-1997,INF209K01KZ3
100043,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),5000,04-Jun-1997,07-Jun-1997,INF209K01RT1
100042,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Aditya Birla Sun Life Liquid Fund-Retail (Growth),5000,04-Jun-1997,07-Jun-1997,INF209K01ME4
101973,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Daily IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01SZ6
119513,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01UT5
119512,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01UV1INF209KA1LM3
101976,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Growth,5000,01-Jun-2003,01-Jun-2003,INF209K01RV7
119511,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,5000,01-Jun-2003,01-Jun-2003,INF209K01UU3
101972,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01JZ5
101970,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01JY8
101971,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - Retail Growth,5000,01-Jun-2003,01-Jun-2003,INF209K01MJ3
101974,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Money Manager Fund,Open Ended,Debt Scheme - Money Market Fund,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,5000,01-Jun-2003,01-Jun-2003,INF209K01SY9
119496,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,5000,22-Apr-2002,24-Apr-2003,INF209K01R96INF209K01XL6
119497,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - Direct - Quarterly IDCW,5000,22-Apr-2002,24-Apr-2003,INF209KA1KQ6INF209KA1KR4
119498,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,5000,22-Apr-2002,24-Apr-2003,INF209K01XK8
101844,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,5000,22-Apr-2002,24-Apr-2003,INF209K01942
101843,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,5000,22-Apr-2002,24-Apr-2003,INF209K01975INF209K01DK0
112356,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Short Term Fund,Open Ended,Debt Scheme - Short Duration Fund,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,5000,22-Apr-2002,24-Apr-2003,INF209K01BU3
119540,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KN3
119538,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Direct - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KO1
119541,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KA1KP8
119539,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01XA9
111803,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01603
111811,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01595INF209K01CZ0
111812,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01611INF209K01DA1
111809,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01637
147820,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium term Plan- Segregated Portfolio 1- Growth- Regular Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q23
147817,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-DIRECT - HALF YEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q31INF209KB1R14
147819,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-DIRECT - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1P81INF209KB1Q80
147818,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Direct - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q72INF209KB1R06
147816,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Growth - Direct Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q15
147821,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-REGULAR - HALFYEARLY IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q49INF209KB1Q56
147814,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-Regular - IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1P99INF209KB1Q07
147815,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Medium Term Plan,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan- Segregated Portfolio 1-REGULAR - Quarterly IDCW,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209KB1Q64
111777,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund (Discipline Advantage Plan),5000,01-Jan-1994,01-Jan-1994,INF209K01LD8
133446,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Direct - IDCW,5000,01-Jan-1994,01-Jan-1994,INF209KA1WL2INF209KA1WM0
119655,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW,5000,01-Jan-1994,01-Jan-1994,INF209K01WZ8
119657,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01WY1
100038,3,1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,5000,01-Jan-1994,01-Jan-1994,INF209K01579
